episode #,score,speed reward,lane deviation penalty,gforce penalty,got stuck,start,end,lap time
1,-0.21999999999999986,0.7800000000000001,0.0,0.0,True,2018-06-13T00:56:43.597197-07:00,2018-06-13T00:56:51.692592-07:00,3.5
2,-1.072,-0.07200000000000001,0.0,0.0,True,2018-06-13T00:56:51.789235-07:00,2018-06-13T00:56:55.065489-07:00,1.75
3,-0.8200000000000001,0.18,0.0,0.0,True,2018-06-13T00:56:55.180625-07:00,2018-06-13T00:56:58.407929-07:00,1.6875
4,3.756000000000002,4.756000000000002,0.0,0.0,True,2018-06-13T00:56:58.502875-07:00,2018-06-13T00:57:19.918854-07:00,11.625
5,-1.036,-0.03599999999999999,0.0,0.0,True,2018-06-13T00:57:20.106305-07:00,2018-06-13T00:57:23.404598-07:00,1.8125
6,-0.9159999999999999,0.084,0.0,0.0,True,2018-06-13T00:57:23.519413-07:00,2018-06-13T00:57:26.862632-07:00,1.75
7,-0.7719999999999999,0.22800000000000006,0.0,0.0,False,2018-06-13T00:57:27.063529-07:00,2018-06-13T00:57:32.810699-07:00,3.25
8,-0.988,0.011999999999999992,0.0,0.0,True,2018-06-13T00:57:33.013355-07:00,2018-06-13T00:57:36.405989-07:00,1.875
9,-0.904,0.09600000000000002,0.0,0.0,True,2018-06-13T00:57:36.627869-07:00,2018-06-13T00:57:39.804541-07:00,1.75
10,0.5720000000000005,1.5720000000000005,0.0,0.0,True,2018-06-13T00:57:39.899718-07:00,2018-06-13T00:57:59.659816-07:00,10.625
11,-0.832,0.16800000000000004,0.0,0.0,True,2018-06-13T00:57:59.863929-07:00,2018-06-13T00:58:04.843830-07:00,2.875
12,-0.8280000000000001,0.17199999999999988,0.0,0.0,True,2018-06-13T00:58:05.048466-07:00,2018-06-13T00:58:08.508265-07:00,1.9375
13,2.9840000000000027,3.9840000000000027,0.0,0.0,True,2018-06-13T00:58:08.612525-07:00,2018-06-13T00:58:28.394948-07:00,10.6875
14,-1.084,-0.084,0.0,0.0,True,2018-06-13T00:58:28.507556-07:00,2018-06-13T00:58:32.208409-07:00,2.0
15,-1.012,-0.012000000000000018,0.0,0.0,True,2018-06-13T00:58:32.303383-07:00,2018-06-13T00:58:35.649787-07:00,1.875
16,-0.9279999999999999,0.07200000000000001,0.0,0.0,False,2018-06-13T00:58:35.867348-07:00,2018-06-13T00:58:39.560662-07:00,2.0
17,-1.0,0.0,0.0,0.0,True,2018-06-13T00:58:39.653218-07:00,2018-06-13T00:58:39.780446-07:00,0.0625
18,0.8840000000000003,1.8840000000000003,0.0,0.0,True,2018-06-13T00:58:39.866559-07:00,2018-06-13T00:58:53.352735-07:00,7.1875
19,-1.084,-0.08400000000000002,0.0,0.0,False,2018-06-13T00:58:53.456625-07:00,2018-06-13T00:58:56.426536-07:00,1.6875
20,-0.6399999999999999,0.3600000000000001,0.0,0.0,True,2018-06-13T00:58:56.638377-07:00,2018-06-13T00:59:04.910599-07:00,4.6875
21,-1.324,-0.32400000000000007,0.0,0.0,True,2018-06-13T00:59:04.998367-07:00,2018-06-13T00:59:13.810495-07:00,4.9375
22,-1.0,-6.245004513516506e-17,0.0,0.0,True,2018-06-13T00:59:13.915563-07:00,2018-06-13T00:59:18.070054-07:00,2.375
23,-1.2400000000000002,-0.2400000000000001,0.0,0.0,True,2018-06-13T00:59:18.174831-07:00,2018-06-13T00:59:26.416954-07:00,4.5
24,0.7640000000000007,1.7640000000000007,0.0,0.0,True,2018-06-13T00:59:26.511257-07:00,2018-06-13T00:59:51.355093-07:00,13.1875
25,1.3160000000000012,2.316000000000001,0.0,0.0,True,2018-06-13T00:59:51.449880-07:00,2018-06-13T01:00:16.181717-07:00,13.3125
26,1.700000000000001,2.700000000000001,0.0,0.0,True,2018-06-13T01:00:16.286589-07:00,2018-06-13T01:00:27.337910-07:00,5.875
27,-0.0039999999999997815,0.9960000000000002,0.0,0.0,True,2018-06-13T01:00:27.442854-07:00,2018-06-13T01:00:36.412292-07:00,5.0
