episode #,score,speed reward,lane deviation penalty,gforce penalty,got stuck,start,end,lap time
1,-69.7,0.30000000000000004,0.0,0.0,True,2018-06-12T18:09:32.713939-07:00,2018-06-12T18:09:41.573866-07:00,4.25
2,-69.7,0.30000000000000004,0.0,0.0,True,2018-06-12T18:09:32.713939-07:00,2018-06-12T18:09:41.573866-07:00,4.25
3,-69.84,0.16000000000000003,0.0,0.0,True,2018-06-12T18:09:41.730945-07:00,2018-06-12T18:09:48.153312-07:00,3.3125
4,-69.84,0.16000000000000003,0.0,0.0,True,2018-06-12T18:09:41.730945-07:00,2018-06-12T18:09:48.153312-07:00,3.3125
5,-68.724,1.2760000000000002,0.0,0.0,True,2018-06-12T18:09:48.220735-07:00,2018-06-12T18:10:01.922911-07:00,7.125
6,-68.724,1.2760000000000002,0.0,0.0,True,2018-06-12T18:09:48.220735-07:00,2018-06-12T18:10:01.922911-07:00,7.125
7,-69.22,0.78,0.0,0.0,True,2018-06-12T18:10:02.066480-07:00,2018-06-12T18:10:09.156808-07:00,3.9375
8,-69.22,0.78,0.0,0.0,True,2018-06-12T18:10:02.066480-07:00,2018-06-12T18:10:09.156808-07:00,3.9375
9,-70.06,-0.06000000000000001,0.0,0.0,False,2018-06-12T18:10:09.334771-07:00,2018-06-12T18:10:12.521019-07:00,1.6875
10,-70.0,0.0,0.0,0.0,True,2018-06-12T18:10:12.626395-07:00,2018-06-12T18:10:12.872320-07:00,0.125
11,-70.0,0.0,0.0,0.0,True,2018-06-12T18:10:12.626395-07:00,2018-06-12T18:10:12.872320-07:00,0.125
12,-69.7,0.3,0.0,0.0,True,2018-06-12T18:10:12.937769-07:00,2018-06-12T18:10:16.325027-07:00,1.8125
13,-69.7,0.3,0.0,0.0,True,2018-06-12T18:10:12.937769-07:00,2018-06-12T18:10:16.325027-07:00,1.8125
14,-70.036,-0.03600000000000009,0.0,0.0,False,2018-06-12T18:10:16.462472-07:00,2018-06-12T18:10:22.341433-07:00,3.125
15,-69.892,0.108,0.0,0.0,True,2018-06-12T18:10:22.542562-07:00,2018-06-12T18:10:22.927286-07:00,0.25
