episode #,score,speed reward,lane deviation penalty,gforce penalty,got stuck,wrong way,start,end,lap time
1,-9.97186218712659,0.028137812873409752,0.0,0.0,True,False,2018-06-18T13:24:39.409819-07:00,2018-06-18T13:24:50.663160-07:00,2.69120192527771
2,-9.54444547413295,0.4555545258670515,0.0,0.0,True,False,2018-06-18T13:24:50.783813-07:00,2018-06-18T13:24:52.760151-07:00,1.9321460723876953

median score,-9.75815383062977
avg score,-9.75815383062977
std,0.21370835649682007
high score,-9.54444547413295
low score,-9.97186218712659
env,Deepdrive-v0
args,"--agent, bootstrapped_ppo2, --experiment, bootstrap, --train, --net-path=/home/a/mnet2_tf/fast/2018-05-22__03-04-53PM/model.ckpt-45466, --fps, 8"
git commit,@7c03298
git diff,2018-06-18__01-24-16PM.diff
experiment name,n/a
os,linux
gpus,GeForce GTX 980
