episode #,score,speed reward,lane deviation penalty,gforce penalty,got stuck,start,end,lap time
1,-3374.3532330576377,17.820000000000004,3318.8521361899525,73.321096867685,True,2018-06-08T12:19:25.998598-07:00,2018-06-08T12:19:47.990639-07:00,11.5

median score,-3374.3532330576377
avg score,-3374.3532330576377
std,0.0
high score,-3374.3532330576377
low score,-3374.3532330576377
env,Deepdrive-v0
args,"--agent, bootstrapped_ppo2, --experiment, bootstrap, --train, --net-path=/home/a/mnet2_tf/fast/2018-05-22__03-04-53PM/model.ckpt-45466, --sync"
git commit,@c612213
git diff,2018-06-08__12-19-08PM.diff
experiment name,n/a
os,linux
gpus,GeForce GTX 980
