episode #,score,speed reward,lane deviation penalty,gforce penalty,got stuck,wrong way,start,end,lap time
1,-10.984,-0.984,0.0,0.0,True,False,2018-06-17T11:58:01.136888-07:00,2018-06-17T11:58:06.208113-07:00,2.0
2,-11.488,-1.4880000000000002,0.0,0.0,True,False,2018-06-17T11:58:06.303418-07:00,2018-06-17T11:58:09.803668-07:00,2.125
3,-9.976,0.024000000000000004,0.0,0.0,True,False,2018-06-17T11:58:09.888280-07:00,2018-06-17T11:58:12.722883-07:00,1.75
4,-10.012,-0.011999999999999986,0.0,0.0,True,False,2018-06-17T11:58:12.817891-07:00,2018-06-17T11:58:15.873589-07:00,1.75
5,-10.144,-0.14400000000000004,0.0,0.0,True,False,2018-06-17T11:58:15.968800-07:00,2018-06-17T11:58:19.176570-07:00,2.0
6,-5.827999999999999,4.172000000000001,0.0,0.0,True,False,2018-06-17T11:58:19.251212-07:00,2018-06-17T11:58:35.441399-07:00,9.3125
7,-9.7,0.30000000000000004,0.0,0.0,True,False,2018-06-17T11:58:35.600014-07:00,2018-06-17T11:58:41.076222-07:00,3.25
8,-7.023999999999999,2.976000000000001,0.0,0.0,True,False,2018-06-17T11:58:41.237627-07:00,2018-06-17T11:58:51.733545-07:00,5.8125
9,-10.252,-0.252,0.0,0.0,True,False,2018-06-17T11:58:51.828101-07:00,2018-06-17T11:58:55.388179-07:00,1.9375
10,-8.416,1.5840000000000005,0.0,0.0,True,False,2018-06-17T11:58:55.492687-07:00,2018-06-17T11:59:13.950736-07:00,10.0
11,-9.112,0.8880000000000001,0.0,0.0,True,False,2018-06-17T11:59:14.065535-07:00,2018-06-17T11:59:22.830580-07:00,3.9375
12,-8.799999999999999,1.2000000000000004,0.0,0.0,True,False,2018-06-17T11:59:22.954745-07:00,2018-06-17T11:59:35.058479-07:00,5.8125
13,-8.235999999999999,1.7640000000000007,0.0,0.0,True,False,2018-06-17T11:59:35.143727-07:00,2018-06-17T11:59:43.505030-07:00,3.9375
14,4.447999999999981,14.44799999999998,0.0,0.0,True,False,2018-06-17T11:59:43.619956-07:00,2018-06-17T12:00:13.693313-07:00,14.0
15,1.6799999999999997,11.68,0.0,0.0,True,False,2018-06-17T12:00:13.808471-07:00,2018-06-17T12:00:29.854937-07:00,9.625
16,-9.748,0.25200000000000006,0.0,0.0,True,False,2018-06-17T12:00:29.955216-07:00,2018-06-17T12:00:36.518292-07:00,3.8125
17,4.3519999999999985,14.351999999999999,0.0,0.0,True,False,2018-06-17T12:00:36.669281-07:00,2018-06-17T12:01:08.104642-07:00,20.75
18,74.92392500732419,84.92392500732419,0.0,0.0,True,False,2018-06-17T12:01:08.199642-07:00,2018-06-17T12:02:03.236565-07:00,31.25
