episode #,score,progress reward,lane deviation penalty,gforce penalty,time penalty,got stuck,start,end,lap time
1,783.5726176370265,2736.600000000018,658.7547579753855,144.67232479822744,249.56021976470947,False,2018-05-31T16:24:31.617775-07:00,2018-05-31T16:28:47.098621-07:00,255.4808452129364

median score,783.5726176370265
avg score,783.5726176370265
std,0.0
high score,783.5726176370265
low score,783.5726176370265
env,DeepDrive-v0
args,"['--net-path=/home/a/mnet2_tf/fast/2018-05-22__03-04-53PM/model.ckpt-45466', '--net-type=MobileNetV2']"
git commit,1927e94
experiment name,n/a
os,linux
gpus,GeForce GTX 980
