episode #,score,speed reward,lane deviation penalty,gforce penalty,got stuck,wrong way,start,end,lap time
1,-10.540000000000001,-0.54,0.0,0.0,True,False,2018-06-16T18:56:49.788023-07:00,2018-06-16T18:56:55.565345-07:00,1.875
2,-10.888,-0.8880000000000001,0.0,0.0,False,True,2018-06-16T18:56:55.659809-07:00,2018-06-16T18:56:58.071807-07:00,1.5625
3,-10.0,0.0,0.0,0.0,True,False,2018-06-16T18:56:58.217166-07:00,2018-06-16T18:56:58.964096-07:00,0.5
4,-10.996,-0.9960000000000002,0.0,0.0,True,False,2018-06-16T18:56:59.143606-07:00,2018-06-16T18:57:02.242657-07:00,2.0
5,-10.324,-0.324,0.0,0.0,True,False,2018-06-16T18:57:02.395580-07:00,2018-06-16T18:57:05.754679-07:00,2.0625
6,-6.1,3.900000000000001,0.0,0.0,True,False,2018-06-16T18:57:05.919160-07:00,2018-06-16T18:57:24.756481-07:00,10.75
7,-9.700000000000001,0.3000000000000001,0.0,0.0,True,False,2018-06-16T18:57:24.916544-07:00,2018-06-16T18:57:28.999677-07:00,2.5
8,-9.676,0.3240000000000004,0.0,0.0,True,False,2018-06-16T18:57:29.094904-07:00,2018-06-16T18:57:40.678020-07:00,6.625
9,-12.16,-2.16,0.0,0.0,True,False,2018-06-16T18:57:40.771718-07:00,2018-06-16T18:57:44.056476-07:00,1.9375
10,-8.86,1.1400000000000003,0.0,0.0,True,False,2018-06-16T18:57:44.224180-07:00,2018-06-16T18:58:02.843491-07:00,9.6875
11,-9.832,0.168,0.0,0.0,True,False,2018-06-16T18:58:02.928093-07:00,2018-06-16T18:58:08.630751-07:00,3.0
12,-13.216000000000001,-3.216,0.0,0.0,False,True,2018-06-16T18:58:08.745907-07:00,2018-06-16T18:58:12.033054-07:00,1.8125
13,-8.379999999999999,1.6200000000000006,0.0,0.0,True,False,2018-06-16T18:58:12.228710-07:00,2018-06-16T18:58:21.414607-07:00,4.375
14,-7.036,2.9640000000000013,0.0,0.0,True,False,2018-06-16T18:58:21.519535-07:00,2018-06-16T18:58:33.135327-07:00,5.6875
15,-8.284,1.716,0.0,0.0,True,False,2018-06-16T18:58:33.240362-07:00,2018-06-16T18:58:39.674326-07:00,3.6875
16,-7.239999999999999,2.7600000000000007,0.0,0.0,True,False,2018-06-16T18:58:39.774696-07:00,2018-06-16T18:58:48.519379-07:00,5.0625
17,-9.46,0.5400000000000003,0.0,0.0,True,False,2018-06-16T18:58:48.613386-07:00,2018-06-16T18:58:55.907929-07:00,4.3125
18,-9.155999999999999,0.8440000000000001,0.0,0.0,False,True,2018-06-16T18:58:56.003029-07:00,2018-06-16T18:59:03.095108-07:00,3.8125
19,-9.976,0.024000000000000004,0.0,0.0,True,False,2018-06-16T18:59:03.190359-07:00,2018-06-16T18:59:03.689237-07:00,0.3125
20,-9.760000000000002,0.23999999999999966,0.0,0.0,True,False,2018-06-16T18:59:03.784444-07:00,2018-06-16T18:59:06.872573-07:00,1.8125
21,-10.512,-0.5120000000000001,0.0,0.0,True,False,2018-06-16T18:59:07.016064-07:00,2018-06-16T18:59:13.885444-07:00,4.0
22,-9.388,0.6119999999999998,0.0,0.0,True,False,2018-06-16T18:59:14.052506-07:00,2018-06-16T18:59:20.963618-07:00,3.875
23,-11.348,-1.3480000000000003,0.0,0.0,True,False,2018-06-16T18:59:21.109124-07:00,2018-06-16T18:59:27.775341-07:00,3.9375
24,-8.392,1.6080000000000003,0.0,0.0,True,False,2018-06-16T18:59:27.934859-07:00,2018-06-16T18:59:42.719869-07:00,8.5
25,6.3559999999999945,16.355999999999995,0.0,0.0,True,False,2018-06-16T18:59:42.824960-07:00,2018-06-16T19:00:03.506214-07:00,11.75
26,-13.084,-3.0840000000000005,0.0,0.0,True,True,2018-06-16T19:00:03.601224-07:00,2018-06-16T19:00:06.798350-07:00,1.8125
27,-4.287999999999999,5.712000000000001,0.0,0.0,True,False,2018-06-16T19:00:06.882866-07:00,2018-06-16T19:00:26.277595-07:00,11.625
28,-10.888,-0.8879999999999999,0.0,0.0,False,True,2018-06-16T19:00:26.372462-07:00,2018-06-16T19:00:31.364840-07:00,2.875
29,24.57200000000004,34.57200000000004,0.0,0.0,True,False,2018-06-16T19:00:31.577316-07:00,2018-06-16T19:01:04.452363-07:00,18.3125
30,-11.956,-1.9560000000000004,0.0,0.0,False,True,2018-06-16T19:01:04.508888-07:00,2018-06-16T19:01:07.099028-07:00,1.4375
31,-11.620000000000001,-1.62,0.0,0.0,True,False,2018-06-16T19:01:07.194220-07:00,2018-06-16T19:01:09.394186-07:00,1.0625
32,-3.2319999999999975,6.7680000000000025,0.0,0.0,True,False,2018-06-16T19:01:09.499533-07:00,2018-06-16T19:01:19.747069-07:00,5.5625
33,-10.168000000000001,-0.168,0.0,0.0,True,False,2018-06-16T19:01:19.827341-07:00,2018-06-16T19:01:23.063076-07:00,1.75
34,-2.8599999999999994,7.140000000000001,0.0,0.0,True,False,2018-06-16T19:01:23.260073-07:00,2018-06-16T19:01:31.853470-07:00,5.125
35,-12.64,-2.64,0.0,0.0,False,True,2018-06-16T19:01:31.948647-07:00,2018-06-16T19:01:34.957040-07:00,1.5625
36,-10.0,0.0,0.0,0.0,True,False,2018-06-16T19:01:35.050217-07:00,2018-06-16T19:01:35.679962-07:00,0.375
37,-13.443999999999999,-3.444,0.0,0.0,True,False,2018-06-16T19:01:35.865595-07:00,2018-06-16T19:01:39.346231-07:00,1.9375
