episode #,score,speed reward,lane deviation penalty,gforce penalty,got stuck,wrong way,start,end,lap time
1,-11.272,-1.2720000000000002,0.0,0.0,True,False,2018-06-16T18:09:22.872264-07:00,2018-06-16T18:09:28.215920-07:00,1.75
2,-10.288,-0.2880000000000001,0.0,0.0,True,False,2018-06-16T18:09:28.325409-07:00,2018-06-16T18:09:32.012917-07:00,2.0
3,-10.0,0.0,0.0,0.0,True,False,2018-06-16T18:09:32.224253-07:00,2018-06-16T18:09:35.436212-07:00,1.8125
4,-10.048,-0.04800000000000001,0.0,0.0,True,False,2018-06-16T18:09:35.619259-07:00,2018-06-16T18:09:38.769009-07:00,1.6875
5,-10.276,-0.276,0.0,0.0,True,False,2018-06-16T18:09:38.863309-07:00,2018-06-16T18:09:42.820725-07:00,2.0
6,-5.523999999999998,4.476000000000003,0.0,0.0,True,False,2018-06-16T18:09:42.913908-07:00,2018-06-16T18:09:59.345945-07:00,7.75
7,-9.568,0.43200000000000016,0.0,0.0,True,False,2018-06-16T18:09:59.460383-07:00,2018-06-16T18:10:06.747988-07:00,3.75
8,-9.892,0.108,0.0,0.0,True,False,2018-06-16T18:10:06.914514-07:00,2018-06-16T18:10:12.582390-07:00,2.75
9,-10.816,-0.816,0.0,0.0,True,False,2018-06-16T18:10:12.686984-07:00,2018-06-16T18:10:16.311785-07:00,1.8125
10,-9.868,0.132,0.0,0.0,True,False,2018-06-16T18:10:16.415903-07:00,2018-06-16T18:10:21.897676-07:00,2.5625
11,-10.0,0.0,0.0,0.0,False,True,2018-06-16T18:10:22.141679-07:00,2018-06-16T18:10:24.598159-07:00,1.1875
12,-9.616,0.38400000000000006,0.0,0.0,True,False,2018-06-16T18:10:24.801157-07:00,2018-06-16T18:10:25.614093-07:00,0.375
13,-9.892,0.108,0.0,0.0,False,True,2018-06-16T18:10:25.798480-07:00,2018-06-16T18:10:28.275158-07:00,1.125
14,-10.0,0.0,0.0,0.0,True,False,2018-06-16T18:10:28.387554-07:00,2018-06-16T18:10:29.335341-07:00,0.4375
15,-9.652,0.34800000000000014,0.0,0.0,True,False,2018-06-16T18:10:29.442066-07:00,2018-06-16T18:10:37.746022-07:00,3.9375
16,-10.084,-0.08400000000000002,0.0,0.0,True,False,2018-06-16T18:10:37.962980-07:00,2018-06-16T18:10:41.599996-07:00,1.875
17,-9.844,0.15599999999999994,0.0,0.0,True,False,2018-06-16T18:10:41.806842-07:00,2018-06-16T18:10:45.060114-07:00,1.625
18,-10.984,-0.984,0.0,0.0,True,False,2018-06-16T18:10:45.180440-07:00,2018-06-16T18:10:48.466836-07:00,1.4375
19,-5.824002343692776,4.175997656307223,0.0,0.0,True,False,2018-06-16T18:10:48.618294-07:00,2018-06-16T18:11:09.309864-07:00,9.6875
