episode #,score,speed reward,lane deviation penalty,gforce penalty,got stuck,start,end,lap time
1,-0.712,0.28800000000000003,0.0,0.0,True,2018-06-13T00:10:19.160403-07:00,2018-06-13T00:10:27.841125-07:00,4.1875
2,3.4560000000000013,4.456000000000001,0.0,0.0,True,2018-06-13T00:10:28.040349-07:00,2018-06-13T00:10:59.589705-07:00,17.5
3,-1.06,-0.06000000000000001,0.0,0.0,False,2018-06-13T00:10:59.684770-07:00,2018-06-13T00:11:02.714255-07:00,1.6875
4,-1.0,0.0,0.0,0.0,True,2018-06-13T00:11:02.896256-07:00,2018-06-13T00:11:03.003021-07:00,0.0625
5,-0.736,0.264,0.0,0.0,False,2018-06-13T00:11:03.091756-07:00,2018-06-13T00:11:06.757127-07:00,2.0
6,-0.88,0.12,0.0,0.0,True,2018-06-13T00:11:06.862700-07:00,2018-06-13T00:11:07.372381-07:00,0.375
7,-0.76,0.24,0.0,0.0,False,2018-06-13T00:11:07.547295-07:00,2018-06-13T00:11:10.793967-07:00,1.8125
8,-1.0,0.0,0.0,0.0,True,2018-06-13T00:11:10.889493-07:00,2018-06-13T00:11:10.985885-07:00,0.0625
9,-0.7,0.3,0.0,0.0,False,2018-06-13T00:11:11.076594-07:00,2018-06-13T00:11:13.895054-07:00,1.5
10,-0.784,0.21600000000000003,0.0,0.0,True,2018-06-13T00:11:13.990573-07:00,2018-06-13T00:11:15.012943-07:00,0.5625
11,-0.4960000000000001,0.5039999999999999,0.0,0.0,True,2018-06-13T00:11:15.097930-07:00,2018-06-13T00:11:18.373310-07:00,1.875
12,-0.24399999999999977,0.7560000000000002,0.0,0.0,True,2018-06-13T00:11:18.571002-07:00,2018-06-13T00:11:32.227492-07:00,7.625
13,1.9640000000000004,2.9640000000000004,0.0,0.0,True,2018-06-13T00:11:32.322753-07:00,2018-06-13T00:11:39.325019-07:00,4.0
14,-1.108,-0.10800000000000001,0.0,0.0,False,2018-06-13T00:11:39.420148-07:00,2018-06-13T00:11:42.335164-07:00,1.6875
15,-0.8079999999999999,0.19200000000000003,0.0,0.0,True,2018-06-13T00:11:42.430562-07:00,2018-06-13T00:11:43.078402-07:00,0.4375
16,3.3799999999999994,4.38,0.0,0.0,True,2018-06-13T00:11:43.256006-07:00,2018-06-13T00:11:59.949552-07:00,9.5625
17,0.15200000000000014,1.1520000000000001,0.0,0.0,True,2018-06-13T00:12:00.139097-07:00,2018-06-13T00:12:09.104529-07:00,5.0
18,2.6120000000000005,3.6120000000000005,0.0,0.0,True,2018-06-13T00:12:09.199780-07:00,2018-06-13T00:12:17.128596-07:00,4.5
19,4.968000000000002,5.968000000000002,0.0,0.0,True,2018-06-13T00:12:17.232933-07:00,2018-06-13T00:12:25.473508-07:00,4.5625
20,2.120000000000001,3.120000000000001,0.0,0.0,True,2018-06-13T00:12:25.568371-07:00,2018-06-13T00:12:41.840952-07:00,9.0
21,-1.8519999999999996,-0.8519999999999996,0.0,0.0,False,2018-06-13T00:12:42.037546-07:00,2018-06-13T00:12:51.107306-07:00,5.0
22,-1.0,0.0,0.0,0.0,True,2018-06-13T00:12:51.278752-07:00,2018-06-13T00:12:51.445283-07:00,0.125
23,0.10400000000000009,1.104,0.0,0.0,True,2018-06-13T00:12:51.540617-07:00,2018-06-13T00:13:03.818361-07:00,6.9375
24,0.9199999999999999,1.92,0.0,0.0,True,2018-06-13T00:13:03.913324-07:00,2018-06-13T00:13:11.338801-07:00,4.1875
25,1.2440000000000009,2.2440000000000007,0.0,0.0,True,2018-06-13T00:13:11.433958-07:00,2018-06-13T00:13:23.268575-07:00,6.5
26,1.2680000000000007,2.2680000000000007,0.0,0.0,True,2018-06-13T00:13:23.363827-07:00,2018-06-13T00:13:32.390320-07:00,5.125
27,0.24800000000000022,1.2480000000000002,0.0,0.0,True,2018-06-13T00:13:32.595639-07:00,2018-06-13T00:13:40.261397-07:00,4.0625
28,2.6600000000000015,3.6600000000000015,0.0,0.0,True,2018-06-13T00:13:40.356518-07:00,2018-06-13T00:13:50.006330-07:00,5.1875
29,1.1120000000000003,2.112,0.0,0.0,True,2018-06-13T00:13:50.101525-07:00,2018-06-13T00:14:05.192263-07:00,8.3125
30,-1.084,-0.08400000000000003,0.0,0.0,False,2018-06-13T00:14:05.376019-07:00,2018-06-13T00:14:08.321242-07:00,1.625
31,-0.832,0.16800000000000004,0.0,0.0,True,2018-06-13T00:14:08.426616-07:00,2018-06-13T00:14:08.985838-07:00,0.3125
32,2.792000000000001,3.792000000000001,0.0,0.0,True,2018-06-13T00:14:09.073510-07:00,2018-06-13T00:14:16.326048-07:00,4.125
33,1.2200000000000002,2.22,0.0,0.0,True,2018-06-13T00:14:16.510774-07:00,2018-06-13T00:14:23.260840-07:00,3.875
34,0.8720000000000006,1.8720000000000006,0.0,0.0,True,2018-06-13T00:14:23.349601-07:00,2018-06-13T00:14:31.576602-07:00,4.625
35,3.080000000000001,4.080000000000001,0.0,0.0,True,2018-06-13T00:14:31.802345-07:00,2018-06-13T00:14:40.405735-07:00,4.75
36,3.7160000000000024,4.716000000000002,0.0,0.0,True,2018-06-13T00:14:40.499912-07:00,2018-06-13T00:14:52.798255-07:00,6.875
37,10.308000000000003,11.308000000000003,0.0,0.0,True,2018-06-13T00:14:52.983147-07:00,2018-06-13T00:15:01.528287-07:00,4.75
