episode #,score,speed reward,lane deviation penalty,gforce penalty,got stuck,wrong way,start,end,lap time
1,-11.236,-1.2360000000000002,0.0,0.0,True,False,2018-06-17T17:23:25.497528-07:00,2018-06-17T17:23:30.730932-07:00,2.0
2,-10.851999999999999,-0.8520000000000001,0.0,0.0,True,False,2018-06-17T17:23:30.816143-07:00,2018-06-17T17:23:35.906058-07:00,3.1875
3,-10.228,-0.22800000000000004,0.0,0.0,True,False,2018-06-17T17:23:35.980892-07:00,2018-06-17T17:23:39.520084-07:00,1.9375
4,-2.7559999999999993,7.244000000000001,0.0,0.0,True,False,2018-06-17T17:23:39.625151-07:00,2018-06-17T17:23:59.513700-07:00,12.125
5,-11.008000000000001,-1.0080000000000002,0.0,0.0,True,False,2018-06-17T17:23:59.662690-07:00,2018-06-17T17:24:06.267588-07:00,4.0625
6,-9.124,0.876,0.0,0.0,True,False,2018-06-17T17:24:06.348145-07:00,2018-06-17T17:24:14.982520-07:00,5.0
7,-3183.015494661128,15.107999999999995,3188.1234946611285,0.0,True,False,2018-06-17T17:24:15.087025-07:00,2018-06-17T17:24:41.388509-07:00,15.1875
8,-49.53095877174311,-0.42000000000000004,39.110958771743114,0.0,True,False,2018-06-17T17:24:41.473185-07:00,2018-06-17T17:24:45.828562-07:00,2.5625
9,-1412.6047512333234,10.807999999999998,1413.4127512333241,0.0,True,False,2018-06-17T17:24:45.923344-07:00,2018-06-17T17:25:03.880557-07:00,10.0
10,-33.89339582026378,-0.672,23.221395820263773,0.0,True,False,2018-06-17T17:25:04.025864-07:00,2018-06-17T17:25:08.088733-07:00,2.1875
11,-0.6040000000000028,9.395999999999997,0.0,0.0,True,False,2018-06-17T17:25:08.183515-07:00,2018-06-17T17:25:28.218292-07:00,9.375
12,-10.048,-0.048,0.0,0.0,True,False,2018-06-17T17:25:28.343216-07:00,2018-06-17T17:25:32.073167-07:00,1.9375
13,-10.348,-0.34800000000000003,0.0,0.0,True,False,2018-06-17T17:25:32.178441-07:00,2018-06-17T17:25:35.958802-07:00,1.8125
14,-8.032,1.9680000000000009,0.0,0.0,True,False,2018-06-17T17:25:36.054020-07:00,2018-06-17T17:25:52.640010-07:00,7.5625
15,-307.7810021655058,7.031999999999998,304.8130021655058,0.0,True,False,2018-06-17T17:25:52.755126-07:00,2018-06-17T17:26:11.168389-07:00,10.8125
16,-16.452631301594955,-0.26400000000000007,6.188631301594956,0.0,True,False,2018-06-17T17:26:11.332162-07:00,2018-06-17T17:26:14.610175-07:00,1.9375
17,-10.984,-0.9840000000000001,0.0,0.0,True,False,2018-06-17T17:26:14.715160-07:00,2018-06-17T17:26:20.478535-07:00,3.4375
18,-1704.3639048938442,20.916000000000007,1715.2799048938434,0.0,True,False,2018-06-17T17:26:20.635567-07:00,2018-06-17T17:26:54.981176-07:00,18.875
19,-11.658770097086883,6.971998828153612,8.630768925240496,0.0,True,False,2018-06-17T17:26:55.086359-07:00,2018-06-17T17:27:06.960297-07:00,6.8125
20,-10.6,-0.6000000000000001,0.0,0.0,True,False,2018-06-17T17:27:07.137131-07:00,2018-06-17T17:27:10.444854-07:00,1.875
21,-11.152000000000001,-1.1520000000000001,0.0,0.0,True,False,2018-06-17T17:27:10.529955-07:00,2018-06-17T17:27:14.341618-07:00,2.1875
22,-9.34,0.6600000000000004,0.0,0.0,True,False,2018-06-17T17:27:14.475544-07:00,2018-06-17T17:27:27.392091-07:00,7.1875
23,-8.908000000000001,1.0919999999999996,0.0,0.0,True,False,2018-06-17T17:27:27.502514-07:00,2018-06-17T17:27:34.839797-07:00,4.375
24,-9.892,0.10800000000000025,0.0,0.0,True,False,2018-06-17T17:27:34.922740-07:00,2018-06-17T17:27:47.620387-07:00,7.375
25,-6.699999999999998,3.3000000000000016,0.0,0.0,True,False,2018-06-17T17:27:47.798597-07:00,2018-06-17T17:28:00.035299-07:00,7.125
26,-10.732,-0.7320000000000001,0.0,0.0,True,False,2018-06-17T17:28:00.182190-07:00,2018-06-17T17:28:09.516116-07:00,5.25
27,-9.652,0.3480000000000001,0.0,0.0,True,False,2018-06-17T17:28:09.694969-07:00,2018-06-17T17:28:16.456161-07:00,4.1875
28,-10.804,-0.8040000000000002,0.0,0.0,True,True,2018-06-17T17:28:16.551248-07:00,2018-06-17T17:28:19.949082-07:00,1.9375
29,-7.9239999999999995,2.0760000000000005,0.0,0.0,True,False,2018-06-17T17:28:20.044156-07:00,2018-06-17T17:28:27.442137-07:00,4.375
30,-10.972,-0.9720000000000001,0.0,0.0,True,False,2018-06-17T17:28:27.645225-07:00,2018-06-17T17:28:34.385832-07:00,3.875
31,-9.1,0.9000000000000001,0.0,0.0,True,False,2018-06-17T17:28:34.480932-07:00,2018-06-17T17:28:44.673691-07:00,4.9375
32,-10.48,-0.48000000000000004,0.0,0.0,True,False,2018-06-17T17:28:44.798944-07:00,2018-06-17T17:28:51.743630-07:00,4.0
33,-13.468,-3.468000000000001,0.0,0.0,False,True,2018-06-17T17:28:51.836226-07:00,2018-06-17T17:29:01.194999-07:00,4.75
34,-295.32268799437384,4.26,289.5826879943738,0.0,True,False,2018-06-17T17:29:01.430381-07:00,2018-06-17T17:29:08.303384-07:00,3.875
35,-648.8565632567855,6.432000000000001,645.2885632567854,0.0,True,False,2018-06-17T17:29:08.417118-07:00,2018-06-17T17:29:20.536251-07:00,7.5625
36,-14.78145300890418,0.6120000000000002,5.39345300890418,0.0,True,False,2018-06-17T17:29:20.603048-07:00,2018-06-17T17:29:28.762212-07:00,3.75
37,-43.013808725829136,1.0679999999999998,34.08180872582914,0.0,False,True,2018-06-17T17:29:28.876568-07:00,2018-06-17T17:29:37.156898-07:00,4.6875
38,-10.228,-0.22800000000000004,0.0,0.0,True,False,2018-06-17T17:29:37.262078-07:00,2018-06-17T17:29:38.520491-07:00,0.75
39,-285.0260897082408,8.152000000000001,283.1780897082407,0.0,False,True,2018-06-17T17:29:38.600852-07:00,2018-06-17T17:29:46.862544-07:00,5.0625
40,-9.0,1,0.0,0.0,True,False,2018-06-17T17:29:47.017686-07:00,2018-06-17T17:29:47.084605-07:00,0.0625
41,-1187.6351745559982,24.26400000000001,1201.8991745559983,0.0,True,False,2018-06-17T17:29:47.209149-07:00,2018-06-17T17:30:00.454564-07:00,7.1875
42,-24.731355255099075,1.5840000000000005,16.315355255099075,0.0,True,False,2018-06-17T17:30:00.539669-07:00,2018-06-17T17:30:08.367313-07:00,3.5
43,-388.7361794639766,4.560000000000002,383.29617946397656,0.0,True,False,2018-06-17T17:30:08.482437-07:00,2018-06-17T17:30:17.993262-07:00,5.5625
44,-982.6556149702054,10.756000000000006,983.4116149702054,0.0,True,False,2018-06-17T17:30:18.086888-07:00,2018-06-17T17:30:26.670962-07:00,4.6875
45,-29.16312252445169,0.7679999999999992,19.9311225244517,0.0,True,False,2018-06-17T17:30:26.755016-07:00,2018-06-17T17:30:33.749874-07:00,4.3125
46,-219.47620612013066,5.704,215.1802061201307,0.0,False,True,2018-06-17T17:30:33.922857-07:00,2018-06-17T17:30:40.572863-07:00,4.0
47,-13.078258105119282,-0.024000000000000004,3.054258105119283,0.0,True,False,2018-06-17T17:30:40.657732-07:00,2018-06-17T17:30:41.589426-07:00,0.5625
48,-2.4519999999999964,7.548000000000004,0.0,0.0,False,True,2018-06-17T17:30:41.684503-07:00,2018-06-17T17:30:50.602780-07:00,5.0625
49,-10.047999999999998,-0.04800000000000001,0.0,0.0,True,False,2018-06-17T17:30:50.775885-07:00,2018-06-17T17:30:51.848303-07:00,0.625
50,-10.78,-0.78,0.0,0.0,False,True,2018-06-17T17:30:51.963771-07:00,2018-06-17T17:30:54.214457-07:00,1.3125
51,-10.156,-0.15600000000000003,0.0,0.0,True,False,2018-06-17T17:30:54.309561-07:00,2018-06-17T17:30:55.860047-07:00,0.875
52,-175.83771102072345,4.944,170.78171102072346,0.0,False,True,2018-06-17T17:30:56.050915-07:00,2018-06-17T17:31:08.167761-07:00,6.875
53,-1074.632801378693,4.828,1069.460801378693,0.0,True,False,2018-06-17T17:31:08.272527-07:00,2018-06-17T17:31:19.151041-07:00,6.5
54,-101.74422610528808,36.432,128.17622610528807,0.0,True,False,2018-06-17T17:31:19.245904-07:00,2018-06-17T17:31:30.110452-07:00,6.0625
55,-41.68666402479237,2.1240000000000006,33.810664024792366,0.0,True,False,2018-06-17T17:31:30.303948-07:00,2018-06-17T17:31:39.300763-07:00,5.375
56,-6.603999999999999,3.396000000000001,0.0,0.0,True,False,2018-06-17T17:31:39.394670-07:00,2018-06-17T17:31:48.360373-07:00,5.0625
57,-7.779999999999999,2.22,0.0,0.0,True,False,2018-06-17T17:31:48.495485-07:00,2018-06-17T17:31:57.413234-07:00,5.4375
58,-31.5173007356372,1.8960000000000008,23.4133007356372,0.0,True,False,2018-06-17T17:31:57.577266-07:00,2018-06-17T17:32:05.755230-07:00,4.8125
59,-9.976,0.02399999999999999,0.0,0.0,True,False,2018-06-17T17:32:05.913751-07:00,2018-06-17T17:32:14.456465-07:00,4.9375
60,-192.00732003919362,11.004000000000003,193.01132003919358,0.0,True,False,2018-06-17T17:32:14.551086-07:00,2018-06-17T17:32:27.203312-07:00,7.4375
61,-784.7012905027775,10.440000000000007,785.1412905027776,0.0,True,False,2018-06-17T17:32:27.284152-07:00,2018-06-17T17:32:36.243160-07:00,5.4375
62,-17.210660497322678,0.03599999999999996,7.2466604973226785,0.0,True,False,2018-06-17T17:32:36.378574-07:00,2018-06-17T17:32:48.988403-07:00,6.9375
63,-0.9159999999999933,9.084000000000007,0.0,0.0,True,False,2018-06-17T17:32:49.153764-07:00,2018-06-17T17:33:00.536153-07:00,6.6875
64,-10.264,-0.264,0.0,0.0,True,False,2018-06-17T17:33:00.620523-07:00,2018-06-17T17:33:03.837797-07:00,1.8125
65,-10.324,-0.32399999999999957,0.0,0.0,True,False,2018-06-17T17:33:03.932968-07:00,2018-06-17T17:33:11.612292-07:00,4.9375
66,-9.052,0.9480000000000006,0.0,0.0,True,False,2018-06-17T17:33:11.796016-07:00,2018-06-17T17:33:23.057614-07:00,6.375
67,-3.8199999999999994,6.18,0.0,0.0,True,False,2018-06-17T17:33:23.152677-07:00,2018-06-17T17:33:31.409840-07:00,4.8125
68,-12.688,-2.688,0.0,0.0,True,False,2018-06-17T17:33:31.559555-07:00,2018-06-17T17:33:39.676590-07:00,4.5625
69,-3.4479999999999986,6.552000000000001,0.0,0.0,True,False,2018-06-17T17:33:39.864922-07:00,2018-06-17T17:33:54.050563-07:00,8.3125
70,-394.8630432644616,26.476000000000024,411.33904326446185,0.0,True,False,2018-06-17T17:33:54.132752-07:00,2018-06-17T17:34:22.249089-07:00,15.8125
71,-9.879999999999999,0.11999999999999998,0.0,0.0,True,False,2018-06-17T17:34:22.349620-07:00,2018-06-17T17:34:25.879859-07:00,2.0
