episode #,score,progress,rate of progress reward,lane deviation penalty,gforce penalty,got stuck,start,end,lap time
1,3023.371171728307,0.0,1594.7499285346478,835.6492574877212,179.74760163070812,False,2018-05-31T18:11:28.510495-07:00,2018-05-31T18:15:41.272834-07:00,252.76233911514282
2,3521.373549904453,0.0,1676.6716189956392,486.39422639462714,159.42644840181885,False,2018-05-31T18:15:41.456809-07:00,2018-05-31T18:19:53.496708-07:00,252.03989911079407

median score,3272.37236081638
avg score,3272.37236081638
std,249.0011890880728
high score,3521.373549904453
low score,3023.371171728307
env,DeepDrive-v0
args,"['--net-path=/home/a/mnet2_tf/fast/2018-05-22__03-04-53PM/model.ckpt-45466', '--net-type=MobileNetV2']"
git commit,@1927e94
experiment name,n/a
os,linux
gpus,GeForce GTX 980
