episode #,score,speed reward,lane deviation penalty,gforce penalty,got stuck,start,end,lap time
1,0,0,0,0,True,2018-06-10T14:11:04.195162-07:00,2018-06-10T14:11:08.548481-07:00,1.8125

median score,0.0
avg score,0.0
std,0.0
high score,0
low score,0
env,Deepdrive-v0
args,"--agent, bootstrapped_ppo2, --experiment, bootstrap, --train, --net-path=/home/a/mnet2_tf/fast/2018-05-22__03-04-53PM/model.ckpt-45466, --sync, --driving-style, steer_only"
git commit,@8af2955
git diff,2018-06-10__02-10-37PM.diff
experiment name,n/a
os,linux
gpus,GeForce GTX 980
