episode #,score,speed reward,lane deviation penalty,gforce penalty,got stuck,start,end,lap time
1,6052.473484195248,6624.532000000068,448.36350342477414,123.695012380037,False,2018-06-07T15:55:27.406857-07:00,2018-06-07T16:01:57.978633-07:00,209.0
2,6064.5084295445495,6687.844000000036,515.8706748276104,107.46489562787978,False,2018-06-07T16:01:58.084299-07:00,2018-06-07T16:08:12.585629-07:00,205.9375

median score,6058.490956869899
avg score,6058.490956869899
std,6.0174726746508895
high score,6064.5084295445495
low score,6052.473484195248
env,Deepdrive-v0
args,"--net-path=/home/a/mnet2_tf/fast/2018-05-22__03-04-53PM/model.ckpt-45466, --net-type=MobileNetV2, --sync"
git commit,@9f02cce
git diff,2018-06-07__03-55-14PM.diff
experiment name,n/a
os,linux
gpus,GeForce GTX 980
