episode #,score,speed reward,lane deviation penalty,gforce penalty,got stuck,start,end,lap time
1,0,0,0,0,True,2018-06-08T17:20:06.075384-07:00,2018-06-08T17:20:11.101038-07:00,1.6875

median score,0.0
avg score,0.0
std,0.0
high score,0
low score,0
env,Deepdrive-v0
args,"--agent, bootstrapped_ppo2, --experiment, bootstrap, --train, --net-path=/home/a/mnet2_tf/fast/2018-05-22__03-04-53PM/model.ckpt-45466, --sync"
git commit,@c612213
git diff,2018-06-08__05-19-34PM.diff
experiment name,n/a
os,linux
gpus,GeForce GTX 980
