episode #,score,progress,rate of progress reward,lane deviation penalty,gforce penalty,got stuck,start,end,lap time
1,-444.2029162667887,0.0,16.443851836777714,506.72602339836624,0.0,True,2018-05-31T18:06:46.953778-07:00,2018-05-31T18:08:23.418353-07:00,96.46457529067993

median score,-444.2029162667887
avg score,-444.2029162667887
std,0.0
high score,-444.2029162667887
low score,-444.2029162667887
env,DeepDrive-v0
args,"['--net-path=/home/a/mnet2_tf/fast/2018-05-22__03-04-53PM/model.ckpt-45466', '--net-type=MobileNetV2']"
git commit,@1927e94
experiment name,n/a
os,linux
gpus,GeForce GTX 980
