episode #,score,speed reward,lane deviation penalty,gforce penalty,got stuck,start,end,lap time
1,-0.12400000000000011,0.8759999999999999,0.0,0.0,True,2018-06-12T23:52:16.169394-07:00,2018-06-12T23:52:22.951567-07:00,3.3125
2,-0.9279999999999999,0.07200000000000001,0.0,0.0,True,2018-06-12T23:52:23.166560-07:00,2018-06-12T23:52:27.581067-07:00,2.4375
3,0.8640000000000008,1.8640000000000008,0.0,0.0,True,2018-06-12T23:52:27.676256-07:00,2018-06-12T23:52:44.100301-07:00,8.875
4,-0.8320000000000001,0.16799999999999993,0.0,0.0,True,2018-06-12T23:52:44.195396-07:00,2018-06-12T23:52:50.270920-07:00,3.3125
5,-0.40000000000000013,0.5999999999999999,0.0,0.0,True,2018-06-12T23:52:50.376221-07:00,2018-06-12T23:52:57.337575-07:00,3.875
6,-1.012,-0.011999999999999927,0.0,0.0,False,2018-06-12T23:52:57.543831-07:00,2018-06-12T23:53:03.774533-07:00,3.4375
7,-0.7959999999999999,0.20400000000000004,0.0,0.0,True,2018-06-12T23:53:03.885603-07:00,2018-06-12T23:53:04.394442-07:00,0.375
8,-0.4720000000000002,0.5279999999999998,0.0,0.0,True,2018-06-12T23:53:04.570140-07:00,2018-06-12T23:53:11.412120-07:00,3.875
9,-0.5439999999999999,0.45600000000000007,0.0,0.0,True,2018-06-12T23:53:11.626981-07:00,2018-06-12T23:53:22.844131-07:00,6.3125
10,-0.7959999999999999,0.20400000000000007,0.0,0.0,True,2018-06-12T23:53:23.022867-07:00,2018-06-12T23:53:40.443974-07:00,9.625
11,-0.05999999999999972,0.9400000000000003,0.0,0.0,True,2018-06-12T23:53:40.539111-07:00,2018-06-12T23:53:45.467696-07:00,2.9375
12,-0.88,0.11999999999999998,0.0,0.0,True,2018-06-12T23:53:45.562837-07:00,2018-06-12T23:53:52.499817-07:00,4.0625
13,0.06000000000000005,1.06,0.0,0.0,True,2018-06-12T23:53:52.700259-07:00,2018-06-12T23:53:57.673428-07:00,2.875
14,-0.31200000000000006,0.688,0.0,0.0,True,2018-06-12T23:53:57.864659-07:00,2018-06-12T23:54:05.060872-07:00,4.0625
15,-0.6159999999999999,0.3840000000000001,0.0,0.0,True,2018-06-12T23:54:05.145880-07:00,2018-06-12T23:54:10.698241-07:00,3.25
16,-0.6120000000000001,0.38799999999999996,0.0,0.0,True,2018-06-12T23:54:10.781359-07:00,2018-06-12T23:54:20.504348-07:00,5.5625
17,-0.88,0.12000000000000005,0.0,0.0,True,2018-06-12T23:54:20.599436-07:00,2018-06-12T23:54:28.518595-07:00,4.375
18,0.2000000000000004,1.2000000000000004,0.0,0.0,True,2018-06-12T23:54:28.723916-07:00,2018-06-12T23:54:37.136591-07:00,4.75
19,-1.1920000000000002,-0.19200000000000003,0.0,0.0,True,2018-06-12T23:54:37.240744-07:00,2018-06-12T23:54:44.967848-07:00,4.5625
20,-0.4960000000000001,0.5039999999999999,0.0,0.0,False,2018-06-12T23:54:45.062968-07:00,2018-06-12T23:54:47.815761-07:00,1.625
