episode #,score,speed reward,lane deviation penalty,gforce penalty,got stuck,wrong way,start,end,lap time
1,22.902721478399293,241.17498442951242,208.2722629511132,0.0,False,True,2018-06-18T12:47:20.585986-07:00,2018-06-18T12:47:35.058891-07:00,14.050953388214111

median score,22.902721478399293
avg score,22.902721478399293
std,0.0
high score,22.902721478399293
low score,22.902721478399293
env,Deepdrive-v0
args,"--agent, bootstrapped_ppo2, --experiment, bootstrap, --train, --net-path=/home/a/mnet2_tf/fast/2018-05-22__03-04-53PM/model.ckpt-45466, --fps, 16"
git commit,@7c03298
git diff,2018-06-18__12-47-09PM.diff
experiment name,n/a
os,linux
gpus,GeForce GTX 980
