episode #,score,speed reward,lane deviation penalty,gforce penalty,got stuck,start,end,lap time
1,-2796.9017552474065,4.212,2724.4634524215935,76.65030282581313,True,2018-06-08T21:38:25.270269-07:00,2018-06-08T21:39:08.483446-07:00,21.0625
2,-29.77426945458159,0.8879999999999998,0.0,30.662269454581587,True,2018-06-08T21:39:08.587075-07:00,2018-06-08T21:39:21.563927-07:00,6.625
3,-32776.30190843898,7.559999999999999,32488.499354194584,295.36255424439355,True,2018-06-08T21:39:21.656309-07:00,2018-06-08T21:41:03.257293-07:00,54.0625
4,-31217.607798849072,12.011999999999922,30875.88674809236,353.73305075672044,True,2018-06-08T21:41:03.367815-07:00,2018-06-08T21:43:30.079730-07:00,71.9375
5,-32156.87827586016,7.139999999999995,31969.009980027015,195.00829583314476,True,2018-06-08T21:43:30.194874-07:00,2018-06-08T21:45:32.733394-07:00,57.875
6,-2939.11197169575,1.4400000000000006,2871.049735747847,69.50223594790282,True,2018-06-08T21:45:32.967525-07:00,2018-06-08T21:46:19.843978-07:00,22.0625
7,-138651.18880666475,30.07199999999997,137966.49961324135,714.7611934237053,True,2018-06-08T21:46:19.968488-07:00,2018-06-08T21:50:44.957461-07:00,137.9375
8,-38153.07990482397,8.843999999999983,37808.614483128564,353.3094216954258,True,2018-06-08T21:50:45.061780-07:00,2018-06-08T21:53:06.548926-07:00,70.5
9,-18626.800666706506,5.1839999999999975,18426.721509293413,205.2631574130838,True,2018-06-08T21:53:06.771156-07:00,2018-06-08T21:54:18.987191-07:00,36.8125
10,-5296.868079224281,2.436000000000001,5201.49651968638,97.8075595379018,True,2018-06-08T21:54:19.090405-07:00,2018-06-08T21:55:07.137989-07:00,24.25
11,-38425.318451669606,5.555999999999998,38161.76717963687,269.1072720327502,True,2018-06-08T21:55:07.251987-07:00,2018-06-08T21:56:58.202407-07:00,55.75
12,-3054.1468093908475,2.100000000000001,2952.508994318816,103.73781507203132,True,2018-06-08T21:56:58.316924-07:00,2018-06-08T21:57:52.936859-07:00,26.8125
13,-57509.78258071509,19.59600000000006,57241.1334568157,288.24512389937456,True,2018-06-08T21:57:53.051302-07:00,2018-06-08T22:00:03.426003-07:00,65.0
14,-27583.78655088001,7.031999999999989,27483.929988646134,106.88856223387643,True,2018-06-08T22:00:03.525469-07:00,2018-06-08T22:01:09.057227-07:00,31.6875
15,-23.090272744932953,2.4120000000000004,0.0,25.502272744932952,True,2018-06-08T22:01:09.202527-07:00,2018-06-08T22:01:34.746415-07:00,11.8125
16,-117236.60246191506,17.363999999999937,116687.50866090885,566.4578010066602,True,2018-06-08T22:01:34.851390-07:00,2018-06-08T22:05:14.462476-07:00,114.5625
17,-5713.568366155603,4.296000000000001,5600.567199073592,117.29716708201364,True,2018-06-08T22:05:14.553872-07:00,2018-06-08T22:06:14.695321-07:00,29.125
18,-41451.18340712095,5.3879999999999955,41226.48394798302,230.08745913793726,True,2018-06-08T22:06:14.800154-07:00,2018-06-08T22:07:52.082322-07:00,49.0625
19,-6.431393352670639,2.9760000000000004,0.0,9.407393352670638,True,2018-06-08T22:07:52.164300-07:00,2018-06-08T22:08:06.756227-07:00,7.125
20,-12.887217551539944,1.8840000000000006,0.0,14.771217551539944,True,2018-06-08T22:08:06.901422-07:00,2018-06-08T22:08:23.198152-07:00,8.0
21,-48656.16721793916,10.511999999999942,48323.494631140115,343.1845867990428,True,2018-06-08T22:08:23.291197-07:00,2018-06-08T22:10:49.343542-07:00,72.8125
22,-5003.584443916308,7.619999999999997,4926.681880752595,84.52256316371192,True,2018-06-08T22:10:49.557523-07:00,2018-06-08T22:11:28.572912-07:00,19.5625
23,-44712.360904727495,12.575999999999969,44376.13038062809,348.8065240994086,True,2018-06-08T22:11:28.677821-07:00,2018-06-08T22:13:52.174557-07:00,73.6875
24,-50438.43560533053,14.531999999999954,50124.16552613602,328.80207919448236,True,2018-06-08T22:13:52.359886-07:00,2018-06-08T22:16:00.974102-07:00,65.0625
25,-19866.239076303846,6.899999999999994,19720.42024584384,152.71883046000312,True,2018-06-08T22:16:01.077979-07:00,2018-06-08T22:17:22.899057-07:00,40.5625
26,-70605.05090941786,9.563999999999973,70192.41562157705,422.19928784072647,True,2018-06-08T22:17:23.013284-07:00,2018-06-08T22:20:15.097636-07:00,87.1875
27,-54976.564322804064,28.05600000000013,54693.546100247,311.07422255702517,True,2018-06-08T22:20:15.320185-07:00,2018-06-08T22:22:15.886012-07:00,61.875
28,-89391.7742036959,8.243999999999991,88894.8826057549,505.1355979410502,True,2018-06-08T22:22:15.980057-07:00,2018-06-08T22:25:25.217492-07:00,95.8125

median score,-31687.243037354616
avg score,-34903.98170116418
std,35061.270938875605
high score,-6.431393352670639
low score,-138651.18880666475
env,Deepdrive-v0
args,"--agent, bootstrapped_ppo2, --experiment, bootstrap, --train, --net-path=/home/a/mnet2_tf/fast/2018-05-22__03-04-53PM/model.ckpt-45466, --sync"
git commit,@9957be5
git diff,2018-06-08__09-38-10PM.diff
experiment name,n/a
os,linux
gpus,GeForce GTX 980
