episode #,score,speed reward,lane deviation penalty,gforce penalty,got stuck,start,end,lap time
1,-8384.374647693872,0.0,8384.374647693872,0.0,True,2018-06-10T15:47:25.425126-07:00,2018-06-10T15:47:43.255237-07:00,9.5625
2,-16100.252425476818,0.0,16100.252425476818,0.0,True,2018-06-10T15:47:43.430954-07:00,2018-06-10T15:48:34.625937-07:00,28.0
3,-7400.0,0.0,7400.0,0.0,True,2018-06-10T15:48:34.791335-07:00,2018-06-10T15:48:49.719101-07:00,8.6875
4,-13489.902208016001,0.0,13489.902208016001,0.0,True,2018-06-10T15:48:49.901722-07:00,2018-06-10T15:50:12.457812-07:00,46.0625
5,-2437.6734232348545,0.0,2437.6734232348545,0.0,True,2018-06-10T15:50:12.553079-07:00,2018-06-10T15:50:38.677021-07:00,15.125
6,-4060.6166260442124,0.0,4060.6166260442124,0.0,True,2018-06-10T15:50:38.750484-07:00,2018-06-10T15:50:59.751322-07:00,12.0625
7,-3768.3993447125367,0.0,3768.3993447125367,0.0,True,2018-06-10T15:50:59.930113-07:00,2018-06-10T15:51:21.369669-07:00,12.25
8,-3861.5794991041917,0.0,3861.5794991041917,0.0,True,2018-06-10T15:51:21.523543-07:00,2018-06-10T15:51:42.553955-07:00,12.0
9,-3611.5651202965096,0.0,3611.5651202965096,0.0,True,2018-06-10T15:51:42.634237-07:00,2018-06-10T15:52:04.567119-07:00,12.625
10,-8253.150295345138,0.0,8253.150295345138,0.0,True,2018-06-10T15:52:04.722583-07:00,2018-06-10T15:52:21.511328-07:00,9.5625
11,-4302.421401096446,0.0,4302.421401096446,0.0,True,2018-06-10T15:52:21.694546-07:00,2018-06-10T15:52:51.640714-07:00,17.5
12,-8100.0,0.0,8100.0,0.0,True,2018-06-10T15:52:51.796349-07:00,2018-06-10T15:53:08.195680-07:00,9.3125
13,-7900.0,0.0,7900.0,0.0,True,2018-06-10T15:53:08.286166-07:00,2018-06-10T15:53:23.920622-07:00,9.0625
14,-9538.195797032557,0.0,9538.195797032557,0.0,True,2018-06-10T15:53:24.000607-07:00,2018-06-10T15:53:58.283580-07:00,19.375
15,-8772.82352290202,0.0,8772.82352290202,0.0,True,2018-06-10T15:53:58.368319-07:00,2018-06-10T15:54:15.699863-07:00,9.9375
16,-8166.890552361426,0.0,8166.890552361426,0.0,True,2018-06-10T15:54:15.855166-07:00,2018-06-10T15:54:43.615374-07:00,16.0
17,-13078.727471646947,0.0,13078.727471646947,0.0,True,2018-06-10T15:54:43.710611-07:00,2018-06-10T15:55:19.150246-07:00,19.8125
18,-11131.79106036536,0.0,11131.79106036536,0.0,True,2018-06-10T15:55:19.254330-07:00,2018-06-10T15:55:47.708245-07:00,16.0
19,-6700.0,0.0,6700.0,0.0,True,2018-06-10T15:55:47.874741-07:00,2018-06-10T15:56:02.008731-07:00,8.1875
20,-4742.445163518697,0.0,4742.445163518697,0.0,True,2018-06-10T15:56:02.189851-07:00,2018-06-10T15:56:35.165208-07:00,19.1875
21,-6500.0,0.0,6500.0,0.0,True,2018-06-10T15:56:35.270907-07:00,2018-06-10T15:56:49.510769-07:00,8.0
22,-4634.881428250905,0.0,4634.881428250905,0.0,True,2018-06-10T15:56:49.666178-07:00,2018-06-10T15:57:13.804703-07:00,14.0625
23,-5793.529383176272,0.0,5793.529383176272,0.0,True,2018-06-10T15:57:13.889279-07:00,2018-06-10T15:57:38.202586-07:00,13.625
24,-12316.364903375808,0.0,12316.364903375808,0.0,True,2018-06-10T15:57:38.361042-07:00,2018-06-10T15:58:01.803445-07:00,13.5
25,-7100.0,0.0,7100.0,0.0,True,2018-06-10T15:58:01.888570-07:00,2018-06-10T15:58:16.662033-07:00,8.4375
26,-10678.567203285304,0.0,10678.567203285304,0.0,True,2018-06-10T15:58:16.747083-07:00,2018-06-10T15:58:56.807884-07:00,22.5625
27,-5010.833638576555,0.0,5010.833638576555,0.0,True,2018-06-10T15:58:56.892869-07:00,2018-06-10T15:59:19.689743-07:00,13.3125
28,-4119.036247990518,0.0,4119.036247990518,0.0,True,2018-06-10T15:59:19.774657-07:00,2018-06-10T15:59:48.497549-07:00,16.1875
29,-7000.0,0.0,7000.0,0.0,True,2018-06-10T15:59:48.645839-07:00,2018-06-10T16:00:02.835889-07:00,8.375
30,-6500.0,0.0,6500.0,0.0,True,2018-06-10T16:00:02.910837-07:00,2018-06-10T16:00:16.938990-07:00,8.0
31,-7989.706020887712,0.0,7989.706020887712,0.0,True,2018-06-10T16:00:17.023164-07:00,2018-06-10T16:00:33.104843-07:00,9.25
32,-9879.485364415881,0.0,9879.485364415881,0.0,True,2018-06-10T16:00:33.210053-07:00,2018-06-10T16:01:02.114352-07:00,16.4375
33,-8100.0,0.0,8100.0,0.0,True,2018-06-10T16:01:02.281457-07:00,2018-06-10T16:01:18.368236-07:00,9.3125
34,-7700.0,0.0,7700.0,0.0,True,2018-06-10T16:01:18.468622-07:00,2018-06-10T16:01:34.329699-07:00,9.0625
35,-10989.526270244342,0.0,10989.526270244342,0.0,True,2018-06-10T16:01:34.414780-07:00,2018-06-10T16:02:04.268658-07:00,17.0625
36,-6900.0,0.0,6900.0,0.0,True,2018-06-10T16:02:04.343382-07:00,2018-06-10T16:02:18.713766-07:00,8.25
37,-9250.913043449098,0.0,9250.913043449098,0.0,True,2018-06-10T16:02:18.798962-07:00,2018-06-10T16:02:36.682948-07:00,10.375
38,-11138.120078616732,0.0,11138.120078616732,0.0,True,2018-06-10T16:02:36.838439-07:00,2018-06-10T16:02:59.404394-07:00,12.625
39,-5577.501790576556,0.0,5577.501790576556,0.0,True,2018-06-10T16:02:59.489152-07:00,2018-06-10T16:03:22.823418-07:00,13.5625
40,-6800.0,0.0,6800.0,0.0,True,2018-06-10T16:03:22.995198-07:00,2018-06-10T16:03:37.547324-07:00,8.25
41,-8250.581229346457,0.0,8250.581229346457,0.0,True,2018-06-10T16:03:37.642544-07:00,2018-06-10T16:03:54.193936-07:00,9.625
42,-8031.575284606058,0.0,8031.575284606058,0.0,True,2018-06-10T16:03:54.355380-07:00,2018-06-10T16:04:12.803997-07:00,10.5
43,-7476.8818519317265,0.0,7476.8818519317265,0.0,True,2018-06-10T16:04:12.897941-07:00,2018-06-10T16:04:29.090399-07:00,9.125
44,-8767.398599146729,0.0,8767.398599146729,0.0,True,2018-06-10T16:04:29.296184-07:00,2018-06-10T16:04:56.154874-07:00,15.1875
45,-10434.399128471921,0.0,10434.399128471921,0.0,True,2018-06-10T16:04:56.240053-07:00,2018-06-10T16:05:38.404130-07:00,23.5625
46,-1869.0834173519415,0.0,1869.0834173519415,0.0,True,2018-06-10T16:05:38.603024-07:00,2018-06-10T16:05:59.840757-07:00,12.125
47,-4802.534482478359,0.0,4802.534482478359,0.0,True,2018-06-10T16:05:59.925412-07:00,2018-06-10T16:06:22.491622-07:00,12.9375
48,-5763.03899177086,0.0,5763.03899177086,0.0,True,2018-06-10T16:06:22.576629-07:00,2018-06-10T16:06:47.911115-07:00,14.5
49,-7400.0,0.0,7400.0,0.0,True,2018-06-10T16:06:47.985874-07:00,2018-06-10T16:07:03.414577-07:00,8.75
50,-10169.806496036763,0.0,10169.806496036763,0.0,True,2018-06-10T16:07:03.508937-07:00,2018-06-10T16:07:34.912553-07:00,17.75
51,-7400.0,0.0,7400.0,0.0,True,2018-06-10T16:07:35.047818-07:00,2018-06-10T16:07:50.080556-07:00,8.8125
52,-7200.0,0.0,7200.0,0.0,True,2018-06-10T16:07:50.278688-07:00,2018-06-10T16:08:05.183837-07:00,8.625
53,-13298.73765065955,0.0,13298.73765065955,0.0,True,2018-06-10T16:08:05.288803-07:00,2018-06-10T16:08:39.431230-07:00,19.5625
54,-14536.074020065884,0.0,14536.074020065884,0.0,True,2018-06-10T16:08:39.525641-07:00,2018-06-10T16:09:16.268518-07:00,20.625
55,-6800.0,0.0,6800.0,0.0,True,2018-06-10T16:09:16.439598-07:00,2018-06-10T16:09:30.703138-07:00,8.0625
56,-11523.044359076675,0.0,11523.044359076675,0.0,True,2018-06-10T16:09:30.793500-07:00,2018-06-10T16:10:03.224034-07:00,18.3125
57,-13740.534075767244,0.0,13740.534075767244,0.0,True,2018-06-10T16:10:03.319007-07:00,2018-06-10T16:10:28.394452-07:00,13.8125
58,-8000.0,0.0,8000.0,0.0,True,2018-06-10T16:10:28.616614-07:00,2018-06-10T16:10:44.840864-07:00,9.25
59,-10186.010884349405,0.0,10186.010884349405,0.0,True,2018-06-10T16:10:44.924998-07:00,2018-06-10T16:11:04.623051-07:00,11.3125
60,-5552.751702386105,0.0,5552.751702386105,0.0,True,2018-06-10T16:11:04.787202-07:00,2018-06-10T16:11:31.852186-07:00,15.625
61,-7300.0,0.0,7300.0,0.0,True,2018-06-10T16:11:31.937236-07:00,2018-06-10T16:11:47.082258-07:00,8.5625

median score,-7700.0
avg score,-7971.831575494082
std,3032.6515613092597
high score,-1869.0834173519415
low score,-16100.252425476818
env,Deepdrive-v0
args,"--agent, bootstrapped_ppo2, --experiment, bootstrap, --train, --net-path=/home/a/mnet2_tf/fast/2018-05-22__03-04-53PM/model.ckpt-45466, --sync, --driving-style, steer_only"
git commit,@8af2955
git diff,2018-06-10__03-47-07PM.diff
experiment name,n/a
os,linux
gpus,GeForce GTX 980
