episode #,score,speed reward,lane deviation penalty,gforce penalty,got stuck,start,end,lap time
1,-3251.9406563456414,13.812,3212.0641296849376,53.688526660703644,True,2018-06-08T13:14:51.344606-07:00,2018-06-08T13:15:26.013276-07:00,18.0625

median score,-3251.9406563456414
avg score,-3251.9406563456414
std,0.0
high score,-3251.9406563456414
low score,-3251.9406563456414
env,Deepdrive-v0
args,"--agent, bootstrapped_ppo2, --experiment, bootstrap, --train, --net-path=/home/a/mnet2_tf/fast/2018-05-22__03-04-53PM/model.ckpt-45466, --sync"
git commit,@c612213
git diff,2018-06-08__01-14-37PM.diff
experiment name,n/a
os,linux
gpus,GeForce GTX 980
