episode #,score,speed reward,lane deviation penalty,gforce penalty,got stuck,start,end,lap time
1,-4540.00394102001,15.052313630455181,4448.233499800734,106.82275484973125,True,2018-06-08T12:14:41.000258-07:00,2018-06-08T12:14:58.092803-07:00,15.625366687774658

median score,-4540.00394102001
avg score,-4540.00394102001
std,0.0
high score,-4540.00394102001
low score,-4540.00394102001
env,Deepdrive-v0
args,"--agent, bootstrapped_ppo2, --experiment, bootstrap, --train, --net-path=/home/a/mnet2_tf/fast/2018-05-22__03-04-53PM/model.ckpt-45466"
git commit,@240b923
git diff,2018-06-08__12-14-15PM.diff
experiment name,n/a
os,linux
gpus,GeForce GTX 980
