episode #,score,speed reward,lane deviation penalty,gforce penalty,got stuck,start,end,lap time
1,-0.724,0.276,0.0,0.0,True,2018-06-13T00:40:30.176560-07:00,2018-06-13T00:40:34.489511-07:00,1.8125
2,-0.3720000000000001,0.6279999999999999,0.0,0.0,True,2018-06-13T00:40:34.681195-07:00,2018-06-13T00:40:37.828602-07:00,1.875
3,-0.844,0.156,0.0,0.0,True,2018-06-13T00:40:38.033704-07:00,2018-06-13T00:40:41.310615-07:00,1.8125
4,-0.44799999999999995,0.552,0.0,0.0,True,2018-06-13T00:40:41.506958-07:00,2018-06-13T00:40:44.768700-07:00,1.8125
5,3.200000000000001,4.200000000000001,0.0,0.0,True,2018-06-13T00:40:44.869700-07:00,2018-06-13T00:41:11.009493-07:00,14.5
6,-1.036,-0.03600000000000003,0.0,0.0,False,2018-06-13T00:41:11.205406-07:00,2018-06-13T00:41:17.499309-07:00,3.625
7,-0.9520000000000001,0.04799999999999998,0.0,0.0,False,2018-06-13T00:41:17.698535-07:00,2018-06-13T00:41:21.409122-07:00,2.0
8,-0.964,0.035999999999999976,0.0,0.0,False,2018-06-13T00:41:21.594384-07:00,2018-06-13T00:41:25.032463-07:00,1.8125
9,-1.06,-0.060000000000000005,0.0,0.0,False,2018-06-13T00:41:25.127870-07:00,2018-06-13T00:41:28.786960-07:00,2.0
10,-0.892,0.108,0.0,0.0,True,2018-06-13T00:41:28.902611-07:00,2018-06-13T00:41:29.532165-07:00,0.4375
11,-0.988,0.011999999999999997,0.0,0.0,False,2018-06-13T00:41:29.637371-07:00,2018-06-13T00:41:32.390852-07:00,1.5
12,-0.9520000000000001,0.04799999999999997,0.0,0.0,False,2018-06-13T00:41:32.475926-07:00,2018-06-13T00:41:39.674601-07:00,3.9375
13,-0.892,0.108,0.0,0.0,True,2018-06-13T00:41:39.763833-07:00,2018-06-13T00:41:40.063733-07:00,0.25
14,-0.904,0.09599999999999997,0.0,0.0,False,2018-06-13T00:41:40.228453-07:00,2018-06-13T00:41:42.890823-07:00,1.5625
15,-0.892,0.108,0.0,0.0,True,2018-06-13T00:41:43.067350-07:00,2018-06-13T00:41:43.536058-07:00,0.375
16,-0.8319999999999999,0.1680000000000001,0.0,0.0,False,2018-06-13T00:41:43.711638-07:00,2018-06-13T00:41:48.086436-07:00,2.4375
17,-1.72,-0.72,0.0,0.0,False,2018-06-13T00:41:48.282407-07:00,2018-06-13T00:41:53.472890-07:00,2.875
18,-1.12,-0.12000000000000001,0.0,0.0,False,2018-06-13T00:41:53.560573-07:00,2018-06-13T00:41:57.977165-07:00,2.5
19,-1.12,-0.12,0.0,0.0,False,2018-06-13T00:41:58.064707-07:00,2018-06-13T00:42:02.180633-07:00,2.5
20,-1.024,-0.024000000000000035,0.0,0.0,False,2018-06-13T00:42:02.366287-07:00,2018-06-13T00:42:06.227376-07:00,2.1875
21,-1.06,-0.06,0.0,0.0,False,2018-06-13T00:42:06.322949-07:00,2018-06-13T00:42:10.405944-07:00,2.25
22,-1.012,-0.012000000000000038,0.0,0.0,True,2018-06-13T00:42:10.500479-07:00,2018-06-13T00:42:14.876077-07:00,2.5
23,-1.024,-0.024000000000000007,0.0,0.0,False,2018-06-13T00:42:14.980470-07:00,2018-06-13T00:42:19.636579-07:00,2.5
24,-0.868,0.13200000000000003,0.0,0.0,True,2018-06-13T00:42:19.742048-07:00,2018-06-13T00:42:20.882655-07:00,0.6875
25,-1.12,-0.12000000000000002,0.0,0.0,False,2018-06-13T00:42:21.090809-07:00,2018-06-13T00:42:24.651049-07:00,1.9375
26,-1.1199999999999999,-0.11999999999999998,0.0,0.0,False,2018-06-13T00:42:24.765564-07:00,2018-06-13T00:42:28.725024-07:00,2.4375
27,-1.228,-0.228,0.0,0.0,False,2018-06-13T00:42:28.884326-07:00,2018-06-13T00:42:33.610944-07:00,2.5625
28,-0.928,0.072,0.0,0.0,False,2018-06-13T00:42:33.716615-07:00,2018-06-13T00:42:37.581780-07:00,2.25
29,-0.8079999999999999,0.19200000000000003,0.0,0.0,True,2018-06-13T00:42:37.773659-07:00,2018-06-13T00:42:38.038824-07:00,0.25
30,-0.6759999999999999,0.324,0.0,0.0,False,2018-06-13T00:42:38.226652-07:00,2018-06-13T00:42:40.647861-07:00,1.4375
31,-1.096,-0.096,0.0,0.0,False,2018-06-13T00:42:40.743317-07:00,2018-06-13T00:42:44.769801-07:00,2.25
32,-0.892,0.108,0.0,0.0,True,2018-06-13T00:42:44.860201-07:00,2018-06-13T00:42:45.137859-07:00,0.25
33,-0.916,0.08399999999999999,0.0,0.0,False,2018-06-13T00:42:45.333724-07:00,2018-06-13T00:42:48.121176-07:00,1.625
34,-1.012,-0.012000000000000056,0.0,0.0,False,2018-06-13T00:42:48.313618-07:00,2018-06-13T00:42:53.272731-07:00,2.75
35,-1.0,0.0,0.0,0.0,True,2018-06-13T00:42:53.377313-07:00,2018-06-13T00:42:53.463670-07:00,0.0625
36,-1.1560000000000001,-0.15600000000000008,0.0,0.0,False,2018-06-13T00:42:53.554063-07:00,2018-06-13T00:42:58.215169-07:00,2.75
37,-0.8079999999999999,0.19200000000000003,0.0,0.0,True,2018-06-13T00:42:58.301849-07:00,2018-06-13T00:42:58.568006-07:00,0.1875
38,-0.14399999999999968,0.8560000000000003,0.0,0.0,False,2018-06-13T00:42:58.773803-07:00,2018-06-13T00:43:03.893069-07:00,3.0625
39,-0.6159999999999999,0.38400000000000006,0.0,0.0,True,2018-06-13T00:43:04.069115-07:00,2018-06-13T00:43:04.235979-07:00,0.125
40,-0.44799999999999973,0.5520000000000003,0.0,0.0,False,2018-06-13T00:43:04.341045-07:00,2018-06-13T00:43:09.530766-07:00,2.9375
41,-0.6159999999999999,0.38400000000000006,0.0,0.0,True,2018-06-13T00:43:09.696615-07:00,2018-06-13T00:43:09.863229-07:00,0.125
42,-0.6400000000000002,0.3599999999999998,0.0,0.0,True,2018-06-13T00:43:09.968589-07:00,2018-06-13T00:43:15.551855-07:00,3.25
43,-1.6719999999999997,-0.6719999999999998,0.0,0.0,False,2018-06-13T00:43:15.639160-07:00,2018-06-13T00:43:21.203834-07:00,3.1875
44,-0.6159999999999999,0.38400000000000006,0.0,0.0,True,2018-06-13T00:43:21.384402-07:00,2018-06-13T00:43:21.675519-07:00,0.25
45,-1.2519999999999998,-0.25199999999999967,0.0,0.0,False,2018-06-13T00:43:21.877803-07:00,2018-06-13T00:43:29.896663-07:00,4.4375
46,-0.832,0.16800000000000004,0.0,0.0,True,2018-06-13T00:43:30.002144-07:00,2018-06-13T00:43:30.690485-07:00,0.4375
47,-0.94,0.06,0.0,0.0,True,2018-06-13T00:43:30.877895-07:00,2018-06-13T00:43:34.013232-07:00,1.8125
48,-0.976,0.024000000000000007,0.0,0.0,False,2018-06-13T00:43:34.220086-07:00,2018-06-13T00:43:39.209445-07:00,2.8125
49,-0.928,0.072,0.0,0.0,True,2018-06-13T00:43:39.384484-07:00,2018-06-13T00:43:43.064727-07:00,2.0625
50,-1.108,-0.10800000000000017,0.0,0.0,False,2018-06-13T00:43:43.169920-07:00,2018-06-13T00:43:50.422753-07:00,3.875
51,-1.1920000000000002,-0.19200000000000012,0.0,0.0,False,2018-06-13T00:43:50.518316-07:00,2018-06-13T00:43:54.920206-07:00,2.3125
52,-0.88,0.12,0.0,0.0,True,2018-06-13T00:43:55.109112-07:00,2018-06-13T00:43:55.612437-07:00,0.375
53,-0.41200000000000003,0.588,0.0,0.0,False,2018-06-13T00:43:55.793665-07:00,2018-06-13T00:43:59.986526-07:00,2.125
54,-1.06,-0.06000000000000002,0.0,0.0,False,2018-06-13T00:44:00.081949-07:00,2018-06-13T00:44:03.946058-07:00,2.0
55,-1.096,-0.09599999999999999,0.0,0.0,False,2018-06-13T00:44:04.051406-07:00,2018-06-13T00:44:07.823815-07:00,2.0
56,-1.012,-0.01200000000000004,0.0,0.0,False,2018-06-13T00:44:07.939539-07:00,2018-06-13T00:44:12.159305-07:00,2.375
57,-1.0,0.0,0.0,0.0,True,2018-06-13T00:44:12.343742-07:00,2018-06-13T00:44:12.430594-07:00,0.0625
58,-0.7719999999999998,0.22800000000000023,0.0,0.0,False,2018-06-13T00:44:12.523183-07:00,2018-06-13T00:44:17.705944-07:00,3.0625
59,-0.6159999999999999,0.38400000000000006,0.0,0.0,True,2018-06-13T00:44:17.900855-07:00,2018-06-13T00:44:18.197751-07:00,0.25
60,-0.856,0.14400000000000002,0.0,0.0,False,2018-06-13T00:44:18.384210-07:00,2018-06-13T00:44:21.085983-07:00,1.625
61,-0.892,0.108,0.0,0.0,True,2018-06-13T00:44:21.293412-07:00,2018-06-13T00:44:22.043844-07:00,0.5
62,-0.8799999999999999,0.12000000000000013,0.0,0.0,True,2018-06-13T00:44:22.139009-07:00,2018-06-13T00:44:26.323516-07:00,2.5
63,-1.8719999999999999,-0.8719999999999998,0.0,0.0,False,2018-06-13T00:44:26.427912-07:00,2018-06-13T00:44:31.879251-07:00,3.125
64,-0.6159999999999999,0.38400000000000006,0.0,0.0,True,2018-06-13T00:44:31.984708-07:00,2018-06-13T00:44:32.302096-07:00,0.25
65,-1.408,-0.4079999999999998,0.0,0.0,False,2018-06-13T00:44:32.488198-07:00,2018-06-13T00:44:37.416100-07:00,2.6875
66,-0.892,0.108,0.0,0.0,True,2018-06-13T00:44:37.521703-07:00,2018-06-13T00:44:37.772128-07:00,0.1875
67,-1.18,-0.17999999999999988,0.0,0.0,True,2018-06-13T00:44:37.954555-07:00,2018-06-13T00:44:43.036079-07:00,2.9375
68,-0.76,0.24000000000000002,0.0,0.0,False,2018-06-13T00:44:43.229754-07:00,2018-06-13T00:44:46.224731-07:00,1.6875
69,-0.8680000000000001,0.13199999999999992,0.0,0.0,True,2018-06-13T00:44:46.320322-07:00,2018-06-13T00:44:50.876364-07:00,2.75
70,-0.7,0.3,0.0,0.0,False,2018-06-13T00:44:51.042051-07:00,2018-06-13T00:44:56.894882-07:00,3.375
71,-0.892,0.108,0.0,0.0,True,2018-06-13T00:44:57.092201-07:00,2018-06-13T00:44:57.721955-07:00,0.375
72,-0.9400000000000002,0.05999999999999987,0.0,0.0,False,2018-06-13T00:44:57.827150-07:00,2018-06-13T00:45:01.793340-07:00,2.25
73,-0.8079999999999999,0.19200000000000003,0.0,0.0,True,2018-06-13T00:45:01.893840-07:00,2018-06-13T00:45:02.120024-07:00,0.1875
74,-1.24,-0.24,0.0,0.0,False,2018-06-13T00:45:02.327013-07:00,2018-06-13T00:45:06.921811-07:00,2.5
75,-0.88,0.12,0.0,0.0,True,2018-06-13T00:45:07.099039-07:00,2018-06-13T00:45:07.547582-07:00,0.375

median score,-0.916
avg score,-0.8769599999999999
std,0.5478642517996589
high score,3.200000000000001
low score,-1.8719999999999999
env,Deepdrive-v0
args,"--agent, bootstrapped_ppo2, --experiment, bootstrap, --train, --net-path=/home/a/mnet2_tf/fast/2018-05-22__03-04-53PM/model.ckpt-45466, --sync"
git commit,@b6b98e7
git diff,2018-06-13__12-40-15AM.diff
experiment name,n/a
os,linux
gpus,GeForce GTX 980
