episode #,score,speed reward,lane deviation penalty,gforce penalty,got stuck,start,end,lap time
1,-36426.67324865535,17.567999999999994,36165.59610730548,278.6451413498848,True,2018-06-10T14:02:42.671710-07:00,2018-06-10T14:04:31.911518-07:00,58.125

median score,-36426.67324865535
avg score,-36426.67324865535
std,0.0
high score,-36426.67324865535
low score,-36426.67324865535
env,Deepdrive-v0
args,"--agent, bootstrapped_ppo2, --experiment, bootstrap, --train, --net-path=/home/a/mnet2_tf/fast/2018-05-22__03-04-53PM/model.ckpt-45466, --sync"
git commit,@8af2955
git diff,2018-06-10__02-02-23PM.diff
experiment name,n/a
os,linux
gpus,GeForce GTX 980
